InventoryID,SupplyID,QuantityAvailable,InventoryDate
INV12993,SUP06862,306,2021-03-17
INV12994,SUP15292,265,2022-07-29
INV12995,SUP11163,147,2023-10-07
INV12996,SUP10142,194,2024-12-12
INV12997,SUP18162,148,2024-12-18
INV12998,SUP15143,190,2024-05-26
INV12999,SUP14102,232,2022-03-05
INV13000,SUP13257,64,2021-01-15
INV13001,SUP17608,303,2022-02-06
INV13002,SUP03081,40,2025-08-09
INV13003,SUP06010,48,2024-07-31
INV13004,SUP15863,111,2023-03-23
INV13005,SUP13246,189,2021-08-16
INV13006,SUP01257,178,2025-11-17
INV13007,SUP14938,92,2022-07-23
INV13008,SUP13944,89,2024-03-11
INV13009,SUP11779,290,2023-10-22
INV13010,SUP08381,46,2023-10-09
INV13011,SUP02024,34,2021-12-16
INV13012,SUP09320,314,2024-02-05
INV13013,SUP08727,243,2022-02-01
INV13014,SUP16319,313,2024-09-13
INV13015,SUP06842,316,2025-02-22
INV13016,SUP10508,269,2024-03-04
INV13017,SUP19106,102,2024-10-08
INV13018,SUP11304,98,2024-10-29
INV13019,SUP05853,188,2024-05-19
INV13020,SUP08848,199,2024-03-03
INV13021,SUP06813,263,2021-12-26
INV13022,SUP18953,239,2021-05-14
INV13023,SUP08247,143,2024-04-19
INV13024,SUP08099,220,2021-09-20
INV13025,SUP02237,163,2025-03-08
INV13026,SUP03875,200,2021-05-14
INV13027,SUP14933,76,2021-09-18
INV13028,SUP08354,323,2022-06-16
INV13029,SUP06404,51,2024-03-13
INV13030,SUP18844,371,2025-10-19
INV13031,SUP03836,212,2022-04-12
INV13032,SUP07611,118,2025-12-10
INV13033,SUP06914,141,2023-12-08
INV13034,SUP09121,293,2025-02-01
INV13035,SUP14420,11,2025-05-22
INV13036,SUP04487,140,2022-07-16
INV13037,SUP09533,354,2022-01-28
INV13038,SUP10947,101,2025-10-03
INV13039,SUP02995,101,2024-10-20
INV13040,SUP14742,177,2021-02-17
INV13041,SUP14762,126,2024-11-20
INV13042,SUP19737,24,2024-10-20
INV13043,SUP03974,321,2023-12-28
INV13044,SUP07989,257,2024-06-12
INV13045,SUP04503,399,2022-06-02
INV13046,SUP14348,333,2024-10-26
INV13047,SUP19679,12,2024-02-22
INV13048,SUP11855,144,2025-12-14
INV13049,SUP03101,129,2023-07-19
INV13050,SUP13995,84,2021-01-05
INV13051,SUP18523,67,2023-05-25
INV13052,SUP01437,333,2024-08-05
INV13053,SUP12493,248,2024-10-10
INV13054,SUP09091,109,2024-08-24
INV13055,SUP05712,37,2021-04-17
INV13056,SUP08567,248,2025-10-15
INV13057,SUP16868,255,2022-10-24
INV13058,SUP15243,197,2023-06-05
INV13059,SUP18403,108,2025-09-26
INV13060,SUP12787,38,2023-04-14
INV13061,SUP10592,109,2022-07-16
INV13062,SUP07616,294,2021-09-07
INV13063,SUP03847,96,2024-10-24
INV13064,SUP16714,187,2023-11-28
INV13065,SUP03431,328,2023-08-14
INV13066,SUP02795,216,2023-10-12
INV13067,SUP11621,288,2023-01-11
INV13068,SUP14571,143,2023-11-26
INV13069,SUP02693,133,2025-04-04
INV13070,SUP02196,263,2021-03-31
INV13071,SUP01125,322,2025-12-16
INV13072,SUP08101,234,2025-01-17
INV13073,SUP00096,232,2022-04-05
INV13074,SUP05097,114,2021-04-07
INV13075,SUP00055,300,2022-07-24
INV13076,SUP14072,281,2023-05-11
INV13077,SUP06935,320,2023-12-27
INV13078,SUP17205,111,2023-07-09
INV13079,SUP16961,256,2022-10-10
INV13080,SUP06723,174,2021-01-11
INV13081,SUP18481,397,2023-03-14
INV13082,SUP16488,301,2022-02-03
INV13083,SUP14734,260,2022-11-17
INV13084,SUP13663,292,2021-06-17
INV13085,SUP00348,369,2025-12-08
INV13086,SUP17200,126,2024-03-17
INV13087,SUP05518,44,2025-07-13
INV13088,SUP15824,288,2021-02-21
INV13089,SUP14831,121,2025-02-19
INV13090,SUP05050,92,2022-04-08
INV13091,SUP09201,326,2024-11-13
INV13092,SUP02729,74,2023-05-18
INV13093,SUP03840,358,2021-06-02
INV13094,SUP13933,371,2022-05-27
INV13095,SUP18891,229,2022-02-08
INV13096,SUP05731,338,2021-12-03
INV13097,SUP11259,291,2022-11-06
INV13098,SUP13211,297,2022-09-29
INV13099,SUP09973,69,2021-05-09
INV13100,SUP19246,323,2024-07-06
INV13101,SUP17444,238,2024-07-04
INV13102,SUP19403,305,2021-07-18
INV13103,SUP15711,334,2021-02-27
INV13104,SUP18008,62,2023-09-10
INV13105,SUP16111,34,2023-06-04
INV13106,SUP07000,89,2025-07-13
INV13107,SUP05697,156,2021-02-19
INV13108,SUP06432,88,2024-04-28
INV13109,SUP09510,36,2025-06-21
INV13110,SUP04468,297,2024-07-06
INV13111,SUP11240,52,2022-11-16
INV13112,SUP09288,276,2025-09-18
INV13113,SUP14844,262,2022-05-28
INV13114,SUP17000,79,2022-05-22
INV13115,SUP02692,241,2021-08-09
INV13116,SUP06113,27,2023-08-28
INV13117,SUP06719,171,2022-05-04
INV13118,SUP01675,144,2022-11-29
INV13119,SUP02635,267,2025-09-01
INV13120,SUP19803,243,2021-04-22
INV13121,SUP12365,327,2025-08-10
INV13122,SUP09637,167,2022-11-15
INV13123,SUP11872,170,2023-12-01
INV13124,SUP14110,294,2025-06-15
INV13125,SUP06402,130,2022-04-30
INV13126,SUP00856,49,2021-05-30
INV13127,SUP10959,192,2025-05-08
INV13128,SUP05614,350,2024-05-13
INV13129,SUP13678,339,2024-06-22
INV13130,SUP05475,324,2023-06-18
INV13131,SUP19980,268,2025-04-14
INV13132,SUP12865,266,2021-07-15
INV13133,SUP01198,161,2024-07-04
INV13134,SUP05048,223,2023-07-04
INV13135,SUP02409,103,2024-03-31
INV13136,SUP19120,228,2021-09-13
INV13137,SUP06102,12,2021-06-25
INV13138,SUP02143,320,2021-05-05
INV13139,SUP15095,176,2021-03-10
INV13140,SUP16775,315,2023-02-12
INV13141,SUP12655,366,2022-10-04
INV13142,SUP16043,11,2025-12-28
INV13143,SUP00862,70,2025-10-03
INV13144,SUP10842,96,2024-11-21
INV13145,SUP02447,193,2021-05-14
INV13146,SUP06241,270,2025-05-22
INV13147,SUP15438,134,2021-09-19
INV13148,SUP06860,62,2021-05-07
INV13149,SUP16711,71,2025-07-02
INV13150,SUP14716,333,2023-06-25
INV13151,SUP12145,129,2021-04-23
INV13152,SUP06006,349,2022-09-10
INV13153,SUP03874,109,2024-06-04
INV13154,SUP14915,115,2024-07-06
INV13155,SUP19053,38,2023-06-04
INV13156,SUP07772,210,2021-05-15
INV13157,SUP04373,31,2021-07-28
INV13158,SUP16127,104,2024-10-19
INV13159,SUP17037,23,2021-04-25
INV13160,SUP06429,298,2024-02-20
INV13161,SUP02642,259,2021-04-17
INV13162,SUP13525,229,2022-08-27
INV13163,SUP13771,237,2025-10-07
INV13164,SUP05629,326,2023-02-21
INV13165,SUP13953,179,2023-04-03
INV13166,SUP05336,390,2021-07-16
INV13167,SUP13361,282,2024-06-18
INV13168,SUP18175,232,2025-03-21
INV13169,SUP05786,375,2023-04-22
INV13170,SUP19507,216,2022-04-23
INV13171,SUP02956,63,2025-11-06
INV13172,SUP18119,86,2024-05-12
INV13173,SUP08547,366,2025-06-01
INV13174,SUP12301,106,2024-09-13
INV13175,SUP13784,195,2024-07-01
INV13176,SUP18073,380,2021-01-22
INV13177,SUP06929,172,2023-07-18
INV13178,SUP08380,124,2023-02-26
INV13179,SUP10219,194,2023-08-09
INV13180,SUP06950,327,2025-06-17
INV13181,SUP07030,391,2023-05-27
INV13182,SUP04082,301,2025-12-08
INV13183,SUP14433,367,2024-06-24
INV13184,SUP12778,222,2024-06-22
INV13185,SUP01941,154,2021-07-27
INV13186,SUP18128,185,2022-11-27
INV13187,SUP15419,349,2024-08-26
INV13188,SUP17590,138,2024-10-15
INV13189,SUP18397,318,2025-05-23
INV13190,SUP15111,372,2021-02-23
INV13191,SUP15043,215,2023-07-19
INV13192,SUP06367,51,2023-11-26
INV13193,SUP15318,58,2022-11-04
INV13194,SUP18258,232,2024-04-18
INV13195,SUP05646,153,2022-01-30
INV13196,SUP09121,329,2021-08-10
INV13197,SUP07870,185,2021-07-30
INV13198,SUP16957,95,2021-01-26
INV13199,SUP10304,238,2024-05-03
INV13200,SUP10849,218,2024-12-31
INV13201,SUP17006,358,2021-05-19
INV13202,SUP08377,264,2024-04-29
INV13203,SUP00692,335,2025-06-05
INV13204,SUP03907,132,2025-09-18
INV13205,SUP16213,230,2022-02-01
INV13206,SUP02313,265,2024-03-19
INV13207,SUP16766,158,2021-09-16
INV13208,SUP17989,207,2024-07-29
INV13209,SUP03087,148,2023-11-09
INV13210,SUP11279,354,2022-06-09
INV13211,SUP14164,366,2022-12-29
INV13212,SUP18897,356,2023-05-13
INV13213,SUP09464,152,2023-09-13
INV13214,SUP10773,166,2025-01-24
INV13215,SUP04496,67,2024-06-25
INV13216,SUP17406,240,2023-06-30
INV13217,SUP04571,124,2022-01-16
INV13218,SUP14466,213,2022-05-13
INV13219,SUP07861,249,2021-10-09
INV13220,SUP01237,151,2025-06-21
INV13221,SUP15268,34,2021-04-01
INV13222,SUP01748,304,2021-05-04
INV13223,SUP15311,34,2021-09-19
INV13224,SUP19981,298,2022-10-01
INV13225,SUP03268,271,2024-04-12
INV13226,SUP10275,341,2023-06-12
INV13227,SUP17955,335,2023-11-17
INV13228,SUP11289,204,2024-08-27
INV13229,SUP01736,92,2025-03-25
INV13230,SUP16936,190,2023-01-03
INV13231,SUP16376,188,2022-09-30
INV13232,SUP12057,103,2024-04-10
INV13233,SUP19973,100,2025-12-18
INV13234,SUP02585,132,2024-01-14
INV13235,SUP02862,161,2025-05-08
INV13236,SUP12058,17,2021-10-26
INV13237,SUP08267,373,2021-10-29
INV13238,SUP05948,221,2023-08-20
INV13239,SUP05937,66,2022-09-25
INV13240,SUP03181,176,2024-05-20
INV13241,SUP03930,228,2022-12-04
INV13242,SUP01155,59,2022-08-20
INV13243,SUP13837,383,2023-01-26
INV13244,SUP19153,138,2021-01-17
INV13245,SUP09056,290,2023-11-27
INV13246,SUP18852,260,2024-04-16
INV13247,SUP07817,163,2024-09-08
INV13248,SUP11867,315,2024-10-21
INV13249,SUP14798,21,2021-10-24
INV13250,SUP04219,352,2021-04-28
INV13251,SUP13377,83,2022-05-02
INV13252,SUP00106,224,2023-11-05
INV13253,SUP02849,342,2025-08-05
INV13254,SUP16848,112,2025-09-07
INV13255,SUP03029,77,2024-02-20
INV13256,SUP15084,112,2025-10-25
INV13257,SUP11965,213,2021-04-22
INV13258,SUP17452,33,2023-05-15
INV13259,SUP18102,364,2022-12-06
INV13260,SUP07488,123,2022-02-05
INV13261,SUP01070,180,2022-02-15
INV13262,SUP04415,193,2024-08-04
INV13263,SUP05856,220,2022-02-17
INV13264,SUP03299,183,2025-05-28
INV13265,SUP04380,332,2021-05-21
INV13266,SUP11345,82,2022-12-01
INV13267,SUP10437,206,2022-01-23
INV13268,SUP07881,375,2024-09-29
INV13269,SUP18820,165,2023-09-02
INV13270,SUP05512,225,2024-11-23
INV13271,SUP16975,205,2024-11-17
INV13272,SUP00513,388,2023-08-16
INV13273,SUP12651,159,2024-05-13
INV13274,SUP14159,254,2024-11-19
INV13275,SUP15672,176,2022-11-10
INV13276,SUP15335,27,2025-10-11
INV13277,SUP11427,156,2024-03-30
INV13278,SUP03927,198,2024-03-05
INV13279,SUP06425,210,2022-11-19
INV13280,SUP17747,346,2024-06-15
INV13281,SUP06151,68,2022-09-06
INV13282,SUP02399,274,2023-05-08
INV13283,SUP04317,362,2022-11-05
INV13284,SUP10251,280,2021-11-29
INV13285,SUP15033,172,2021-08-03
INV13286,SUP17864,73,2023-07-20
INV13287,SUP14865,118,2025-11-30
INV13288,SUP03838,96,2025-06-05
INV13289,SUP18542,356,2021-03-28
INV13290,SUP08238,96,2023-10-13
INV13291,SUP12940,360,2022-03-26
INV13292,SUP12599,17,2021-01-08
INV13293,SUP04584,208,2024-08-01
INV13294,SUP03253,174,2022-04-02
INV13295,SUP03255,77,2024-11-20
INV13296,SUP02997,143,2022-04-17
INV13297,SUP01905,320,2023-08-14
INV13298,SUP16555,263,2024-07-01
INV13299,SUP11179,227,2022-03-13
INV13300,SUP17203,26,2022-05-05
INV13301,SUP01987,47,2023-09-12
INV13302,SUP01720,387,2025-02-13
INV13303,SUP00014,268,2025-04-23
INV13304,SUP18005,334,2025-07-27
INV13305,SUP13835,124,2022-11-10
INV13306,SUP00800,249,2025-07-12
INV13307,SUP00101,277,2025-02-24
INV13308,SUP17476,201,2023-02-09
INV13309,SUP11868,199,2022-02-25
INV13310,SUP19423,169,2023-03-31
INV13311,SUP12254,239,2022-01-13
INV13312,SUP05624,246,2025-08-19
INV13313,SUP17834,41,2021-01-14
INV13314,SUP03329,271,2023-01-14
INV13315,SUP08172,290,2021-01-21
INV13316,SUP19923,379,2021-06-01
INV13317,SUP18478,358,2023-01-03
INV13318,SUP17117,344,2021-03-03
INV13319,SUP06173,310,2024-02-11
INV13320,SUP03651,82,2021-08-24
INV13321,SUP07483,117,2021-10-19
INV13322,SUP02210,257,2022-08-19
INV13323,SUP06420,251,2023-06-21
INV13324,SUP15008,249,2022-02-03
INV13325,SUP17208,378,2024-07-16
INV13326,SUP03863,33,2024-04-14
INV13327,SUP14414,236,2025-04-17
INV13328,SUP12007,90,2023-01-08
INV13329,SUP09394,164,2021-03-31
INV13330,SUP06759,42,2021-03-02
INV13331,SUP18493,390,2022-02-12
INV13332,SUP15613,13,2022-02-10
INV13333,SUP13751,16,2022-08-05
INV13334,SUP10076,198,2021-12-23
INV13335,SUP01706,134,2022-03-25
INV13336,SUP08170,165,2025-12-19
INV13337,SUP10325,268,2022-06-21
INV13338,SUP14398,258,2025-01-12
INV13339,SUP04566,198,2021-12-23
INV13340,SUP06883,358,2022-11-27
INV13341,SUP19537,264,2025-10-02
INV13342,SUP16243,213,2024-02-10
INV13343,SUP01367,17,2022-05-19
INV13344,SUP02592,241,2022-01-01
INV13345,SUP01227,170,2022-02-06
INV13346,SUP06420,276,2021-02-14
INV13347,SUP04957,68,2021-12-27
INV13348,SUP12004,265,2025-09-23
INV13349,SUP01856,29,2022-06-21
INV13350,SUP09649,98,2021-07-27
INV13351,SUP07451,109,2021-02-12
INV13352,SUP16477,383,2025-08-30
INV13353,SUP14721,305,2024-10-19
INV13354,SUP00791,74,2021-10-09
INV13355,SUP14510,251,2023-02-16
INV13356,SUP19311,361,2024-09-03
INV13357,SUP18310,197,2025-06-01
INV13358,SUP14821,369,2025-12-18
INV13359,SUP04036,231,2021-08-16
INV13360,SUP00933,173,2022-11-25
INV13361,SUP13244,167,2022-03-07
INV13362,SUP11682,95,2022-09-17
INV13363,SUP17050,252,2023-07-24
INV13364,SUP18427,294,2022-05-07
INV13365,SUP10186,392,2023-01-28
INV13366,SUP12957,279,2025-07-16
INV13367,SUP10354,102,2023-02-02
INV13368,SUP17035,331,2024-09-15
INV13369,SUP10175,232,2021-12-17
INV13370,SUP09251,230,2023-12-16
INV13371,SUP12568,47,2025-06-25
INV13372,SUP08788,319,2024-06-30
INV13373,SUP00612,185,2025-12-11
INV13374,SUP19397,203,2023-06-08
INV13375,SUP16940,193,2025-12-04
INV13376,SUP18146,194,2024-12-27
INV13377,SUP18169,63,2021-05-14
INV13378,SUP09372,53,2021-08-31
INV13379,SUP09164,282,2021-10-23
INV13380,SUP03787,90,2025-12-13
INV13381,SUP16653,72,2021-09-25
INV13382,SUP05647,125,2025-06-16
INV13383,SUP14966,142,2022-01-24
INV13384,SUP10135,222,2022-01-28
INV13385,SUP05767,188,2023-12-27
INV13386,SUP17023,229,2023-02-14
INV13387,SUP02822,98,2024-11-23
INV13388,SUP16811,374,2023-02-06
INV13389,SUP02998,84,2022-10-14
INV13390,SUP01753,90,2024-05-12
INV13391,SUP06945,365,2023-05-30
INV13392,SUP16823,14,2024-07-26
INV13393,SUP15544,360,2022-05-16
INV13394,SUP18634,120,2021-04-05
INV13395,SUP14706,386,2025-04-12
INV13396,SUP09651,101,2024-06-15
INV13397,SUP09170,111,2024-04-17
INV13398,SUP16077,105,2022-01-23
INV13399,SUP01704,269,2025-10-16
INV13400,SUP18107,231,2024-01-02
INV13401,SUP03012,173,2022-08-26
INV13402,SUP06700,306,2025-06-06
INV13403,SUP03033,140,2021-11-01
INV13404,SUP18520,25,2022-11-03
INV13405,SUP02767,78,2022-05-22
INV13406,SUP19761,314,2021-04-20
INV13407,SUP05914,119,2024-07-13
INV13408,SUP03116,53,2025-06-18
INV13409,SUP00379,255,2022-07-28
INV13410,SUP12600,286,2025-11-23
INV13411,SUP18825,293,2021-09-16
INV13412,SUP16213,56,2025-10-10
INV13413,SUP18907,213,2023-11-07
INV13414,SUP00002,278,2024-04-11
INV13415,SUP11542,75,2025-12-20
INV13416,SUP08914,320,2023-09-29
INV13417,SUP07184,150,2022-03-05
INV13418,SUP06892,347,2025-01-29
INV13419,SUP09147,198,2021-06-16
INV13420,SUP08811,246,2025-05-26
INV13421,SUP14279,273,2023-08-22
INV13422,SUP14610,32,2025-06-08
INV13423,SUP03029,340,2024-09-20
INV13424,SUP19973,248,2024-06-13
INV13425,SUP05764,371,2021-05-13
INV13426,SUP15517,60,2021-12-09
INV13427,SUP09129,219,2023-11-08
INV13428,SUP01098,358,2023-03-06
INV13429,SUP00208,346,2025-03-19
INV13430,SUP13371,167,2025-12-13
INV13431,SUP13976,342,2024-08-14
INV13432,SUP01261,282,2025-03-19
INV13433,SUP00002,104,2023-11-09
INV13434,SUP18767,258,2023-02-06
INV13435,SUP17638,339,2023-10-19
INV13436,SUP10029,56,2023-11-29
INV13437,SUP16848,115,2023-08-09
INV13438,SUP18513,79,2022-01-02
INV13439,SUP11271,386,2022-10-22
INV13440,SUP04799,218,2024-12-30
INV13441,SUP08003,304,2023-02-05
INV13442,SUP16430,159,2023-12-13
INV13443,SUP11488,214,2024-11-23
INV13444,SUP06921,285,2023-09-17
INV13445,SUP17380,131,2025-01-05
INV13446,SUP09857,370,2023-10-11
INV13447,SUP13776,377,2023-08-29
INV13448,SUP02327,343,2022-07-04
INV13449,SUP04873,216,2024-04-05
INV13450,SUP06815,124,2023-04-02
INV13451,SUP12644,143,2024-07-30
INV13452,SUP07358,125,2025-06-08
INV13453,SUP11802,323,2024-04-10
INV13454,SUP08421,386,2024-08-23
INV13455,SUP09438,315,2021-03-16
INV13456,SUP10095,63,2022-03-01
INV13457,SUP05293,268,2022-03-26
INV13458,SUP08198,212,2022-02-20
INV13459,SUP18024,89,2023-07-15
INV13460,SUP04433,98,2025-11-03
INV13461,SUP06571,125,2022-04-26
INV13462,SUP00840,352,2023-03-22
INV13463,SUP09272,252,2022-03-24
INV13464,SUP08256,318,2022-09-19
INV13465,SUP16462,232,2023-05-21
INV13466,SUP12711,179,2025-12-26
INV13467,SUP13974,123,2023-02-12
INV13468,SUP01036,373,2024-03-16
INV13469,SUP16451,375,2021-11-18
INV13470,SUP06700,49,2025-09-22
INV13471,SUP16432,197,2023-02-06
INV13472,SUP09679,147,2022-06-06
INV13473,SUP17861,254,2024-02-02
INV13474,SUP02623,11,2021-06-23
INV13475,SUP12330,58,2021-10-03
INV13476,SUP15523,139,2025-03-20
INV13477,SUP17961,20,2021-06-22
INV13478,SUP15183,215,2022-08-28
INV13479,SUP15523,88,2023-06-30
INV13480,SUP09671,243,2023-11-29
INV13481,SUP09134,289,2022-12-22
INV13482,SUP11037,371,2022-04-17
INV13483,SUP06734,259,2024-04-10
INV13484,SUP17238,99,2021-03-26
INV13485,SUP06103,322,2023-08-11
INV13486,SUP18425,383,2023-11-16
INV13487,SUP16668,43,2024-06-26
INV13488,SUP12888,78,2022-11-20
INV13489,SUP10400,139,2023-05-23
INV13490,SUP16283,146,2023-07-13
INV13491,SUP10787,307,2023-08-16
INV13492,SUP01591,45,2023-06-05
INV13493,SUP18984,20,2023-04-18
INV13494,SUP01460,240,2023-01-23
INV13495,SUP19562,143,2025-07-06
INV13496,SUP07269,398,2023-10-16
INV13497,SUP04095,378,2022-10-12
INV13498,SUP04379,28,2022-07-14
INV13499,SUP07513,352,2023-02-23
INV13500,SUP18817,134,2021-02-20
INV13501,SUP17387,310,2022-01-03
INV13502,SUP19490,71,2023-06-24
INV13503,SUP04792,273,2022-04-24
INV13504,SUP15347,168,2022-06-28
INV13505,SUP18487,381,2024-08-14
INV13506,SUP07257,236,2021-06-05
INV13507,SUP08971,48,2023-01-06
INV13508,SUP02111,347,2021-06-18
INV13509,SUP15372,195,2022-08-27
INV13510,SUP12148,179,2025-09-22
INV13511,SUP00399,356,2023-10-25
INV13512,SUP01002,383,2023-11-17
INV13513,SUP13568,297,2024-01-25
INV13514,SUP08876,380,2024-08-11
INV13515,SUP09140,249,2021-06-10
INV13516,SUP03490,212,2025-05-29
INV13517,SUP19516,279,2022-07-21
INV13518,SUP18189,108,2022-04-12
INV13519,SUP14059,123,2021-07-21
INV13520,SUP11953,327,2021-08-31
INV13521,SUP05124,89,2021-05-27
INV13522,SUP05180,49,2023-01-08
INV13523,SUP09952,338,2021-03-20
INV13524,SUP02190,201,2024-01-24
INV13525,SUP02984,42,2022-02-15
INV13526,SUP07031,211,2022-11-15
INV13527,SUP13559,122,2022-02-07
INV13528,SUP15960,59,2024-10-14
INV13529,SUP11373,376,2022-11-06
INV13530,SUP04984,283,2022-05-28
INV13531,SUP14087,89,2022-09-12
INV13532,SUP10546,159,2025-03-07
INV13533,SUP18035,158,2025-07-29
INV13534,SUP17411,249,2025-04-23
INV13535,SUP10115,67,2024-10-31
INV13536,SUP14593,196,2025-09-28
INV13537,SUP10987,118,2022-07-17
INV13538,SUP13604,310,2022-01-26
INV13539,SUP05535,223,2024-12-16
INV13540,SUP16264,73,2024-05-22
INV13541,SUP14006,354,2021-10-10
INV13542,SUP14530,334,2025-10-18
INV13543,SUP07290,291,2025-03-21
INV13544,SUP01003,342,2025-01-06
INV13545,SUP04506,247,2025-02-24
INV13546,SUP14120,157,2024-01-18
INV13547,SUP16524,370,2022-06-19
INV13548,SUP16009,117,2021-01-18
INV13549,SUP05479,383,2025-04-27
INV13550,SUP02437,66,2022-09-06
INV13551,SUP13983,16,2022-08-01
INV13552,SUP17859,301,2025-08-12
INV13553,SUP12167,122,2022-12-11
INV13554,SUP14798,71,2025-05-23
INV13555,SUP03223,113,2023-04-08
INV13556,SUP01551,200,2023-04-11
INV13557,SUP04714,245,2025-08-11
INV13558,SUP08482,29,2024-04-02
INV13559,SUP05958,304,2025-04-01
INV13560,SUP05021,101,2024-09-04
INV13561,SUP18903,54,2021-01-25
INV13562,SUP07884,399,2023-08-25
INV13563,SUP09199,38,2024-09-01
INV13564,SUP12461,269,2023-11-16
INV13565,SUP05546,325,2025-04-08
INV13566,SUP10504,379,2021-11-02
INV13567,SUP05389,149,2025-11-08
INV13568,SUP10672,294,2023-03-26
INV13569,SUP04438,11,2022-04-12
INV13570,SUP03139,64,2022-04-10
INV13571,SUP15455,122,2025-01-21
INV13572,SUP15730,303,2025-03-15
INV13573,SUP19531,341,2022-03-06
INV13574,SUP10550,286,2023-08-30
INV13575,SUP16457,232,2022-04-24
INV13576,SUP19896,396,2023-11-23
INV13577,SUP12440,191,2024-04-17
INV13578,SUP16159,54,2025-05-29
INV13579,SUP12937,76,2024-02-06
INV13580,SUP11834,176,2025-04-01
INV13581,SUP12027,166,2023-08-18
INV13582,SUP11738,78,2025-01-19
INV13583,SUP06489,295,2025-07-26
INV13584,SUP19645,99,2023-08-03
INV13585,SUP10833,313,2022-11-29
INV13586,SUP16887,104,2025-06-10
INV13587,SUP13059,209,2021-06-25
INV13588,SUP14580,337,2022-10-04
INV13589,SUP08336,67,2025-09-29
INV13590,SUP02404,270,2022-01-20
INV13591,SUP00163,142,2023-05-29
INV13592,SUP08529,147,2025-04-27
INV13593,SUP04382,76,2024-11-30
INV13594,SUP18355,224,2023-05-06
INV13595,SUP11579,70,2022-03-06
INV13596,SUP06321,227,2023-06-18
INV13597,SUP17948,359,2023-07-11
INV13598,SUP15086,384,2025-10-13
INV13599,SUP13031,332,2024-02-18
INV13600,SUP01325,325,2021-03-03
INV13601,SUP18547,12,2023-02-07
INV13602,SUP01189,304,2021-10-12
INV13603,SUP14014,204,2024-03-28
INV13604,SUP01509,108,2025-11-25
INV13605,SUP06140,154,2021-09-20
INV13606,SUP14143,31,2022-09-18
INV13607,SUP11012,194,2025-02-20
INV13608,SUP12248,45,2021-01-20
INV13609,SUP08542,228,2023-10-21
INV13610,SUP03018,301,2025-07-18
INV13611,SUP05234,158,2024-09-11
INV13612,SUP18426,169,2025-09-05
INV13613,SUP18500,31,2022-12-28
INV13614,SUP03728,230,2022-11-27
INV13615,SUP03449,67,2022-04-07
INV13616,SUP15954,365,2023-05-09
INV13617,SUP05328,221,2023-05-22
INV13618,SUP10697,128,2024-11-05
INV13619,SUP02951,132,2025-03-22
INV13620,SUP13135,279,2023-04-07
INV13621,SUP16026,29,2025-04-12
INV13622,SUP11828,28,2025-05-14
INV13623,SUP04437,27,2024-11-15
INV13624,SUP05711,334,2024-01-07
INV13625,SUP14585,193,2022-09-06
INV13626,SUP18103,268,2022-10-30
INV13627,SUP16558,326,2024-04-17
INV13628,SUP01991,384,2021-02-17
INV13629,SUP05845,266,2024-03-08
INV13630,SUP00251,164,2025-05-28
INV13631,SUP13825,35,2021-03-07
INV13632,SUP12218,151,2021-10-12
INV13633,SUP18635,194,2021-11-11
INV13634,SUP01419,365,2022-11-08
INV13635,SUP00738,15,2024-03-09
INV13636,SUP16801,76,2024-07-13
INV13637,SUP01872,229,2025-06-25
INV13638,SUP04816,215,2024-05-19
INV13639,SUP09069,374,2024-05-29
INV13640,SUP16253,358,2024-03-21
INV13641,SUP04985,26,2025-11-11
INV13642,SUP05552,134,2023-03-12
INV13643,SUP00021,320,2023-02-20
INV13644,SUP04030,217,2022-02-23
INV13645,SUP18873,103,2023-03-12
INV13646,SUP17067,166,2021-05-11
INV13647,SUP04246,252,2023-12-31
INV13648,SUP10814,73,2023-03-03
INV13649,SUP01144,197,2022-01-21
INV13650,SUP02468,186,2023-08-31
INV13651,SUP19210,177,2021-08-11
INV13652,SUP17110,258,2022-11-05
INV13653,SUP17550,60,2024-03-12
INV13654,SUP09961,44,2023-07-14
INV13655,SUP02613,106,2024-08-01
INV13656,SUP10742,68,2022-09-16
INV13657,SUP11887,54,2021-07-10
INV13658,SUP15063,333,2021-12-18
INV13659,SUP06339,167,2021-08-02
INV13660,SUP14680,281,2024-10-14
INV13661,SUP05702,371,2024-02-07
INV13662,SUP06292,79,2021-12-30
INV13663,SUP12302,389,2021-03-07
INV13664,SUP10530,107,2025-08-20
INV13665,SUP15598,166,2024-11-12
INV13666,SUP11133,179,2024-05-20
INV13667,SUP14093,248,2023-09-28
INV13668,SUP05167,67,2021-02-24
INV13669,SUP19724,59,2022-01-18
INV13670,SUP07709,237,2022-02-12
INV13671,SUP11009,53,2021-05-23
INV13672,SUP00434,185,2023-03-02
INV13673,SUP05996,181,2022-08-05
INV13674,SUP18190,202,2022-02-26
INV13675,SUP09815,238,2022-04-23
INV13676,SUP16572,25,2022-08-20
INV13677,SUP12657,19,2024-09-12
INV13678,SUP05501,78,2023-12-10
INV13679,SUP16534,228,2021-05-24
INV13680,SUP11001,64,2023-07-21
INV13681,SUP14385,229,2021-04-28
INV13682,SUP11193,127,2023-01-25
INV13683,SUP18418,97,2023-11-28
INV13684,SUP10197,246,2021-01-23
INV13685,SUP18590,309,2021-12-18
INV13686,SUP14309,330,2022-11-01
INV13687,SUP00906,22,2025-10-27
INV13688,SUP17747,329,2023-04-22
INV13689,SUP06425,125,2023-03-12
INV13690,SUP13726,260,2021-11-18
